AvailabilityMeasure	Goal	Indicator	IndicatorCode	IndicatorDescription	Tier	4_Afghanistan	8_Albania	12_Algeria	20_Andorra	24_Angola	28_Antigua and Barbuda	31_Azerbaijan	32_Argentina	36_Australia	40_Austria	44_Bahamas	48_Bahrain	50_Bangladesh	51_Armenia	52_Barbados	56_Belgium	64_Bhutan	68_Bolivia (Plurinational State of)	70_Bosnia and Herzegovina	72_Botswana	76_Brazil	84_Belize	90_Solomon Islands	96_Brunei Darussalam	100_Bulgaria	104_Myanmar	108_Burundi	112_Belarus	116_Cambodia	120_Cameroon	124_Canada	132_Cabo Verde	140_Central African Republic	144_Sri Lanka	148_Chad	152_Chile	156_China	170_Colombia	174_Comoros	178_Congo	180_Democratic Republic of the Congo	188_Costa Rica	191_Croatia	192_Cuba	196_Cyprus	203_Czechia	204_Benin	208_Denmark	212_Dominica	214_Dominican Republic	218_Ecuador	222_El Salvador	226_Equatorial Guinea	231_Ethiopia	232_Eritrea	233_Estonia	242_Fiji	246_Finland	250_France	262_Djibouti	266_Gabon	268_Georgia	270_Gambia	276_Germany	288_Ghana	296_Kiribati	300_Greece	308_Grenada	320_Guatemala	324_Guinea	328_Guyana	332_Haiti	340_Honduras	348_Hungary	352_Iceland	356_India	360_Indonesia	364_Iran (Islamic Republic of)	368_Iraq	372_Ireland	376_Israel	380_Italy	384_Côte d'Ivoire	388_Jamaica	392_Japan	398_Kazakhstan	400_Jordan	404_Kenya	408_Democratic People's Republic of Korea	410_Republic of Korea	414_Kuwait	417_Kyrgyzstan	418_Lao People's Democratic Republic	422_Lebanon	426_Lesotho	428_Latvia	430_Liberia	434_Libya	438_Liechtenstein	440_Lithuania	442_Luxembourg	450_Madagascar	454_Malawi	458_Malaysia	462_Maldives	466_Mali	470_Malta	478_Mauritania	480_Mauritius	484_Mexico	492_Monaco	496_Mongolia	498_Republic of Moldova	499_Montenegro	504_Morocco	508_Mozambique	512_Oman	516_Namibia	520_Nauru	524_Nepal	528_Netherlands	548_Vanuatu	554_New Zealand	558_Nicaragua	562_Niger	566_Nigeria	578_Norway	583_Micronesia (Federated States of)	584_Marshall Islands	585_Palau	586_Pakistan	591_Panama	598_Papua New Guinea	600_Paraguay	604_Peru	608_Philippines	616_Poland	620_Portugal	624_Guinea-Bissau	626_Timor-Leste	634_Qatar	642_Romania	643_Russian Federation	646_Rwanda	659_Saint Kitts and Nevis	662_Saint Lucia	670_Saint Vincent and the Grenadines	674_San Marino	678_Sao Tome and Principe	682_Saudi Arabia	686_Senegal	688_Serbia	690_Seychelles	694_Sierra Leone	702_Singapore	703_Slovakia	704_Viet Nam	705_Slovenia	706_Somalia	710_South Africa	716_Zimbabwe	724_Spain	728_South Sudan	729_Sudan	740_Suriname	748_Eswatini	752_Sweden	756_Switzerland	760_Syrian Arab Republic	762_Tajikistan	764_Thailand	768_Togo	776_Tonga	780_Trinidad and Tobago	784_United Arab Emirates	788_Tunisia	792_Turkey	795_Turkmenistan	798_Tuvalu	800_Uganda	804_Ukraine	807_North Macedonia	818_Egypt	826_United Kingdom of Great Britain and Northern Ireland	834_United Republic of Tanzania	840_United States of America	854_Burkina Faso	858_Uruguay	860_Uzbekistan	862_Venezuela (Bolivarian Republic of)	882_Samoa	887_Yemen	894_Zambia
"Number of data points available for each global SDG indicator, by UN Member States (2000-2018)"	15	15.2.1	C150201	15.2.1 Progress towards sustainable forest management	"Tier I
"	29	35	36	21	36	21	21	33	28	36	21	21	34	29	21	36	36	35	29	33	36	29	36	33	35	36	33	36	33	34	25	33	36	29	29	35	36	33	33	36	33	30	36	36	36	36	36	36	21	29	33	28	36	21	26	36	28	36	33	33	36	36	36	35	36	24	33	25	33	36	36	33	34	36	36	36	35	32	21	27	36	34	36	33	25	29	32	35	33	36	21	36	29	28	36	36	36	29	36	36	29	36	33	36	21	36	36	32	36	33	22	28	33	33	36	36	21	36	22	36	36	21	35	36	36	36	36	29	29	29	29	34	33	23	34	36	36	26	34	21	22	36	36	33	25	25	21	22	29	31	36	36	33	34	25	36	33	36	33	36	36	35	21	35	35	36	36	34	25	36	36	21	33	24	32	36	36	29	21	33	34	32	36	33	36	36	36	23	36	23	21	36	36
"Number of data points available for each global SDG indicator, by UN Member States (2000-2018)"	15	15.4.1	C150401	15.4.1 Coverage by protected areas of important sites for mountain biodiversity	"Tier I
"	57	57	57	57	57	0	57	57	57	57	0	0	0	57	0	57	57	57	57	57	57	0	57	0	57	57	57	0	57	57	57	57	0	57	57	57	57	57	57	0	57	57	57	57	57	57	0	0	0	57	57	57	57	57	57	0	57	57	57	57	0	57	0	57	57	0	57	57	57	57	0	57	57	57	0	57	57	57	57	57	57	57	57	57	57	57	0	57	57	0	0	57	57	57	57	0	57	57	57	0	0	57	57	57	0	0	0	0	57	57	0	57	0	57	57	57	57	57	0	57	0	57	57	57	0	57	57	57	0	0	57	57	57	57	0	57	57	57	0	57	0	57	57	57	0	57	57	0	57	57	57	57	57	57	0	57	57	57	57	57	57	57	57	57	0	57	57	57	57	57	57	57	0	57	57	57	57	57	0	57	57	57	57	57	57	0	57	0	57	57	57	57	57
"Number of data points available for each global SDG indicator, by UN Member States (2000-2018)"	15	15.4.2	C150402	15.4.2 Mountain Green Cover Index	"Tier I
"	3	3	3	0	3	0	3	3	3	3	0	0	3	3	0	3	3	3	3	3	3	3	3	3	3	3	3	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	3	3	3	3	3	3	3	3	0	3	3	3	3	3	0	3	3	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	3	3	3	3	3	3	3	0	3	3	3	3	3	0	3	0	3	3	3	0	3	0	3	3	3	3	3	0	3	0	3	3	3	3	3	3	0	0	0	3	3	3	3	3	3	3	3	0	3	0	3	3	3	0	0	0	0	3	3	3	3	0	3	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	3	3	3	3	3	0	3	3	3	3	3	3	3	3	3	3	3	0	3	3
"Number of data points available for each global SDG indicator, by UN Member States (2000-2018)"	15	15.5.1	C150501	15.5.1 Red List Index	"Tier I
"	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57
"Number of data points available for each global SDG indicator, by UN Member States (2000-2018)"	15	15.6.1	C150601	"15.6.1 Number of countries that have adopted legislative, administrative and policy frameworks to ensure fair and equitable sharing of benefits"	"Tier I
"	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	6
"Number of data points available for each global SDG indicator, by UN Member States (2000-2018)"	15	"15.a.1, 15.b.1"	C200207	15.a.1 Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems	"Tier I/III
"	15	15	15	0	15	10	15	15	15	15	0	1	15	15	5	15	15	15	15	12	15	14	15	0	0	15	13	9	15	15	15	15	14	15	13	15	15	15	8	15	15	15	8	15	0	6	15	15	8	15	15	15	13	15	12	0	15	15	15	1	15	15	14	15	15	14	14	11	15	14	13	15	15	0	5	15	15	14	13	14	0	14	15	14	15	15	15	15	9	10	0	15	15	15	13	0	13	11	0	0	7	15	15	15	13	15	0	15	12	15	0	15	14	11	15	15	7	15	7	15	14	15	15	15	15	15	15	13	10	15	15	15	15	15	15	15	4	15	15	13	0	0	0	15	3	10	9	0	14	5	15	15	14	12	0	4	15	4	13	15	15	15	6	14	10	13	15	15	15	15	15	14	15	7	0	15	15	10	9	15	12	15	15	14	15	15	15	15	15	15	15	15	15
"Number of data points available for each global SDG indicator, by UN Member States (2000-2018)"	16	"10.6.1, 16.8.1"	C200205	10.6.1 Proportion of members and voting rights of developing countries in international organizations	"Tier I
"	64	64	68	14	78	64	62	102	88	98	60	62	80	72	70	102	58	76	52	76	106	72	70	58	62	70	72	50	70	78	108	72	72	70	78	78	124	78	64	80	80	86	64	28	60	66	82	98	60	70	72	70	60	62	60	68	72	98	124	72	74	74	72	112	80	58	70	60	76	74	74	72	78	60	62	102	82	48	54	76	60	114	72	74	120	68	62	74	14	108	84	62	70	78	50	60	62	60	26	64	82	72	72	80	70	74	62	78	80	84	12	72	66	60	76	76	62	78	26	72	102	70	76	72	74	82	98	58	58	58	82	76	70	70	76	74	66	100	76	58	60	62	92	80	62	64	50	38	60	86	78	52	64	74	78	72	76	60	64	88	78	106	52	64	84	62	100	104	50	72	72	76	70	76	64	78	96	60	46	80	68	60	78	124	76	124	80	76	58	80	70	60	74
"Number of data points available for each global SDG indicator, by UN Member States (2000-2018)"	16	16.1.1	C160101	"16.1.1 Number of victims of intentional homicide per 100,000 population, by sex and age"	"Tier I
"	6	14	12	7	4	4	10	6	14	14	10	10	12	14	12	12	14	6	14	2	12	14	0	8	14	14	14	10	4	6	14	14	4	14	4	14	10	12	4	4	4	12	14	14	14	12	4	14	4	12	10	12	4	4	4	12	10	14	14	4	4	12	4	14	4	6	14	14	14	4	14	6	14	14	13	12	10	4	0	14	10	12	4	14	14	12	14	12	4	10	6	14	4	14	10	12	6	4	9	14	9	4	6	8	8	4	12	4	14	14	5	14	10	14	12	4	10	6	1	10	12	4	10	12	4	4	14	4	0	2	14	10	0	12	12	14	14	12	4	4	10	12	8	10	6	10	8	2	4	2	4	14	14	8	12	14	4	14	4	12	4	14	2	0	0	2	14	14	2	4	12	4	6	12	12	4	6	0	6	10	6	10	6	14	12	13	12	14	0	10	4	8	12
"Number of data points available for each global SDG indicator, by UN Member States (2000-2018)"	16	16.10.1	C161001	"16.10.1 Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months"	"Tier II
"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Number of data points available for each global SDG indicator, by UN Member States (2000-2018)"	16	16.10.2	C161002	"16.10.2 Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information"	"Tier II
"	1	1	0	0	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	1	1	1	0	0	0	0	1	0	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	0	0	1	0	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	0	1	1	0	1	1	0	0	1	0	1	0	1	0	0	1	0	1	1	1	0	1	0	0	0	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	0	1	0	1	1	1	0	0	1	0	0	0	0	1	0	1	0	1	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1	0	1	1	0	0	1	1	1	0	1	1	1	1	1	1	0	0	1	0
"Number of data points available for each global SDG indicator, by UN Member States (2000-2018)"	16	16.2.1	C160201	16.2.1 Proportion of children aged 1–17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month	"Tier II
"	1	1	1	0	0	0	1	1	0	0	0	0	1	1	1	0	0	0	1	0	0	1	1	0	0	1	0	1	0	1	0	0	1	0	1	0	0	0	0	1	1	1	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	1	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	1	1	0	1	0	1	0	1	0	1	1	1	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1	1	1	0	0	1	1	1	1	0	1	0	1	0	1	0	0	1	1	1	0	0	0	1	1	0	0	0	1	0
"Number of data points available for each global SDG indicator, by UN Member States (2000-2018)"	16	16.2.2	C160202	"16.2.2 Number of victims of human trafficking per 100,000 population, by sex, age and form of exploitation"	"Tier II
"	0	0	4	0	0	0	4	4	4	4	0	4	0	4	0	4	0	4	4	0	0	0	0	0	4	4	0	4	0	0	4	0	0	0	0	4	0	4	0	0	0	4	0	0	4	4	0	4	0	0	4	4	0	0	0	4	4	4	4	0	0	4	0	4	0	0	4	0	4	4	0	0	4	4	0	0	0	0	0	4	4	4	4	0	4	0	0	0	0	0	0	0	0	4	4	4	0	0	0	4	0	0	0	0	0	0	4	0	4	4	0	4	4	4	0	0	4	0	0	4	4	0	4	0	0	4	4	0	0	0	0	4	0	4	4	4	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	4	4	0	4	0	0	0	4	0	0	0	0	0	4	0	4	4	0	0	4	4	0	4	0	0	4	4	4	4	4	0	4	0	0	4	4	0	0	0
"Number of data points available for each global SDG indicator, by UN Member States (2000-2018)"	16	16.2.3	C160203	16.2.3 Proportion of young women and men aged 18–29 years who experienced sexual violence by age 18	"Tier II
"	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	2	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	1
"Number of data points available for each global SDG indicator, by UN Member States (2000-2018)"	16	16.3.2	C160302	16.3.2 Unsentenced detainees as a proportion of overall prison population	"Tier I
"	2	2	2	2	2	2	2	2	2	2	2	0	2	2	0	2	0	2	2	2	2	2	2	2	2	0	2	2	2	2	2	0	0	2	0	2	0	2	0	0	0	2	2	0	2	2	0	2	2	2	2	2	0	0	0	2	2	2	2	0	0	2	0	2	2	2	2	2	2	0	2	2	2	2	2	2	2	0	0	2	2	2	0	2	2	2	2	2	0	2	2	2	0	2	2	2	0	2	2	2	2	2	2	2	0	0	2	0	2	2	2	2	2	2	2	2	0	0	0	0	2	2	2	0	0	2	2	0	0	0	2	2	2	2	2	2	2	2	0	2	0	2	2	0	2	2	2	0	2	0	2	2	0	2	2	2	0	2	0	2	2	2	0	0	0	0	2	2	0	0	2	0	2	2	2	0	2	0	0	2	2	2	0	0	2	2	2	2	0	2	0	0	2
"Number of data points available for each global SDG indicator, by UN Member States (2000-2018)"	16	16.5.2	C160502	"16.5.2 Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months"	"Tier II
"	1	1	0	0	1	1	1	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	0	1	0	0	1	1	1	1	0	1	1	0	1	1	0	1	0	1	0	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	1	0	1	0	1	0	1	1	1	0	1	0	0	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	0	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1
"Number of data points available for each global SDG indicator, by UN Member States (2000-2018)"	16	16.6.1	C160601	"16.6.1 Primary government expenditures as a proportion of original approved budget, by sector (or by budget codes or similar)"	"Tier I
"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Number of data points available for each global SDG indicator, by UN Member States (2000-2018)"	16	16.9.1	C160901	"16.9.1 Proportion of children under 5 years of age whose births have been registered with a civil authority, by age"	"Tier I
"	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"Number of data points available for each global SDG indicator, by UN Member States (2000-2018)"	16	16.a.1	C160a01	16.a.1 Existence of independent national human rights institutions in compliance with the Paris Principles	"Tier I
"	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
"Number of data points available for each global SDG indicator, by UN Member States (2000-2018)"	17	17.10.1	C171001	17.10.1 Worldwide weighted tariff-average	"Tier I
"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Number of data points available for each global SDG indicator, by UN Member States (2000-2018)"	17	17.11.1	C171101	17.11.1 Developing countries’ and least developed countries’ share of global exports	"Tier I
"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Number of data points available for each global SDG indicator, by UN Member States (2000-2018)"	17	17.12.1	C171201	"17.12.1 Average tariffs faced by developing countries, least developed countries and small island developing States"	"Tier I
"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Number of data points available for each global SDG indicator, by UN Member States (2000-2018)"	17	17.15.1	C171501	17.15.1 Extent of use of country-owned results frameworks and planning tools by providers of development cooperation	"Tier II
"	4	4	0	0	4	0	0	0	4	4	0	0	4	4	0	4	4	4	0	0	0	0	4	0	0	4	4	4	4	4	4	0	4	0	4	0	4	5	4	4	4	4	0	0	0	4	4	4	0	4	0	5	0	4	0	0	4	4	4	0	4	0	4	4	0	4	0	0	4	4	0	0	4	0	4	0	0	0	0	4	0	4	4	0	4	0	0	4	0	4	4	4	4	0	0	0	4	0	0	1	4	4	4	0	0	4	0	4	0	1	4	4	4	0	0	4	0	0	4	4	4	4	4	0	4	4	4	4	4	4	4	1	4	4	4	4	0	4	0	4	0	4	0	4	0	0	4	0	4	4	4	0	0	4	0	4	4	4	4	0	4	4	4	4	0	0	4	4	0	4	0	4	4	0	0	0	4	0	4	4	0	0	4	4	4	4	4	4	0	0	4	4	0
"Number of data points available for each global SDG indicator, by UN Member States (2000-2018)"	17	17.16.1	C171601	17.16.1 Number of countries reporting progress in multi-stakeholder development effectiveness monitoring frameworks that support the achievement of the sustainable development goals	"Tier II
"	1	1	0	0	1	0	0	0	1	1	0	0	1	1	0	1	1	1	0	0	1	0	1	0	0	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	0	0	0	1	1	1	0	1	1	1	0	1	0	0	1	1	1	0	1	0	1	1	0	1	0	0	1	1	0	0	1	0	1	1	0	1	1	1	0	1	1	0	1	0	0	1	0	1	1	1	1	0	0	0	1	0	0	1	1	1	1	0	0	1	0	1	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	1	1	0	1	0	1	0	1	1	1	0	0	1	0	1	1	1	0	0	1	0	1	1	1	1	0	1	1	1	1	0	0	1	1	0	1	0	1	1	0	1	0	1	0	1	1	0	0	1	1	1	1	1	1	0	0	1	1	0
"Number of data points available for each global SDG indicator, by UN Member States (2000-2018)"	17	17.18.2	C171802	17.18.2 Number of countries that have national statistical legislation that complies with the Fundamental Principles of Official Statistics	"Tier II
"	0	1	1	1	0	1	0	0	1	1	0	0	1	1	0	1	0	0	1	1	0	0	0	1	1	0	1	1	1	0	1	0	0	0	1	1	1	1	1	0	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	1	0	1	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	0	1	0	0	1	0	0	0	0	1	1	1	1	0	1	0	1	0	0	0	1	0	0	0	0	1	1	1	0	1	0	1	1	0	1	0	1	0	0	0	1	0	0	0	1	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	1	1	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	1	1	0	0	0	0
"Number of data points available for each global SDG indicator, by UN Member States (2000-2018)"	17	17.18.3	C171803	"17.18.3 Number of countries with a national statistical plan that is fully funded and under implementation, by source of funding"	"Tier I
"	1	0	5	0	0	5	0	0	5	5	0	0	5	5	0	0	1	0	5	5	0	0	0	2	5	0	5	5	5	1	5	1	0	0	5	5	5	5	5	0	5	0	0	0	5	5	1	5	0	0	5	0	1	1	0	5	0	5	5	5	0	5	0	5	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	5	5	0	0	5	5	0	0	1	0	5	0	1	1	0	0	0	5	0	5	5	0	1	1	0	5	5	0	5	5	5	0	5	0	0	5	1	0	1	0	5	5	5	5	0	5	0	5	0	0	0	5	0	0	1	0	1	5	5	0	5	0	5	5	1	5	0	0	0	1	0	5	0	1	1	5	5	1	5	0	5	5	5	1	2	0	5	5	2	0	5	1	5	0	0	0	0	5	0	0	1	5	0	5	0	1	0	1	5	5	0	1	0	1
